customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_service_a,internet_service,internet_service_a,contract_type,contract_type_a,payment_type,monthly_charges,total_charges,churn,is_female,has_churned,has_phone,has_internet,has_phone_has_internet,partner_dependents,tenure,start_date,avg_monthly_charges
0584-BJQGZ,Female,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Bank transfer (automatic),78.35,1837.9,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,23,20190829,78.35
0585-EGDDA,Male,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,80,3168.75,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,40,20180425,80
0587-DMGBH,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,49.85,365.55,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,7,20201231,49.85
0594-UFTUL,Male,0,Yes,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.85,252,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,13,20200721,19.85
0595-ITUDF,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,91.8,5960.5,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,65,20160316,91.8
0596-BQCEQ,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,100.15,6283.3,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3,63,20160521,100.15
0599-XNYDO,Female,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),69.8,1540.35,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,22,20191010,69.8
0601-WZHJF,Male,0,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,46.35,667.7,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,1,14,20200530,46.35
0602-DDUML,Female,0,No,No,1,One Line,1,DSL,2,2 Year,Mailed check,69.75,3894.4,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,56,20161217,69.75
0603-OLQDC,Male,0,No,Yes,1,One Line,1,DSL,0,Month-to-Month,Mailed check,69.85,837.5,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,12,20200812,69.85
0603-TPMIB,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Mailed check,25.45,1534.05,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,60,20160804,25.45
0604-THJFP,Female,0,Yes,Yes,1,One Line,1,DSL,2,2 Year,Credit card (automatic),75.95,4542.35,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,60,20160818,75.95
0607-DAAHE,Male,0,No,Yes,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),19.75,1052.35,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2,53,20170305,19.75
0607-MVMGC,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,1,1 Year,Credit card (automatic),78.75,3600.65,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,46,20171021,78.75
0608-JDVEC,Male,0,Yes,No,1,One Line,0,No Internet Service,2,2 Year,Electronic check,19.8,1013.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,51,20170508,19.8
0611-DFXKO,Male,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,89,1820.45,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,20,20191128,89
0612-RTZZA,Female,1,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,25.25,25.25,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,0,1,20210712,25.25
0613-WUXUM,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,19.2,1401.4,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,73,20150714,19.2
0616-ATFGB,Male,1,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,25.05,25.05,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,20210712,25.05
0617-AQNWT,Female,0,Yes,No,0,No Phone Service,1,DSL,2,2 Year,Electronic check,47.85,3147.5,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,1,66,20160219,47.85
0617-FHSGK,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),75.2,3678.3,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2,49,20170716,75.2
0618-XWMSS,Male,0,No,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),74.9,2068.55,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2,28,20190424,74.9
0619-OLYUR,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),111.9,8071.05,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,72,20150810,111.9
0620-DLSLK,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,81.9,1028.9,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,13,20200725,81.9
0620-XEFWH,Male,0,Yes,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,18.85,84.2,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,4,20210329,18.85
0621-CXBKL,Female,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Mailed check,18.7,1005.7,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,54,20170218,18.7
0621-HJWXJ,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),81.55,5029.05,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,62,20160623,81.55
0621-JFHOL,Female,0,No,No,0,No Phone Service,1,DSL,2,2 Year,Mailed check,29.6,299.05,No,TRUE,FALSE,FALSE,FALSE,FALSE,0,10,20201008,29.6
0621-TSSMU,Male,0,Yes,No,1,One Line,0,No Internet Service,1,1 Year,Credit card (automatic),19.95,1126.75,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,56,20161128,19.95
0621-TWIEM,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,45.55,402.6,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,9,20201116,45.55
0623-EJQEG,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,93.55,6069.25,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,65,20160317,93.55
0623-GDISB,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Bank transfer (automatic),48.45,48.45,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,20210712,48.45
0623-IIHUG,Female,1,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,41.9,840.1,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,0,20,20191211,41.9
0625-AFOHS,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,20.2,558.8,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,28,20190423,20.2
0626-QXNGV,Female,0,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),24.15,1776.45,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,74,20150627,24.15
0628-CNQRM,Male,0,Yes,Yes,1,One Line,1,DSL,1,1 Year,Bank transfer (automatic),67.5,1544.05,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3,23,20190916,67.5
0634-SZPQA,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),90.05,2169.8,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,24,20190810,90.05
0635-WKOLD,Male,0,Yes,No,2,Two or More Lines,1,DSL,1,1 Year,Credit card (automatic),70.75,2921.75,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,41,20180304,70.75
0637-KVDLV,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,76.5,162.45,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,2,20210608,76.5
0637-UBJRP,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,84.05,1095.3,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3,13,20200711,84.05
0637-YLETY,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),95.6,1555.65,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,16,20200404,95.6
0639-TSIQW,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),102.95,6886.25,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,67,20160116,102.95
0640-YJTPY,Male,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),21,1493.75,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,71,20150909,21
0641-EVBOJ,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,82.3,214.4,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,3,20210524,82.3
0643-OKLRP,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,80.35,3825.85,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,48,20170824,80.35
0644-OQMDK,Male,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,70.65,293.85,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,4,20210407,70.65
0650-BWOZN,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,73.55,1359.45,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,18,20200127,73.55
0654-HMSHN,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,104.4,2157.95,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3,21,20191122,104.4
0654-PQKDW,Female,0,Yes,Yes,1,One Line,1,DSL,1,1 Year,Bank transfer (automatic),70.75,4263.45,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,60,20160805,70.75
0655-RBDUG,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),98.05,713,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,7,20210102,98.05
0655-YDGFJ,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Bank transfer (automatic),48.95,1323.7,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,27,20190512,48.95
0657-DOGUM,Female,0,Yes,No,2,Two or More Lines,1,DSL,1,1 Year,Bank transfer (automatic),60.6,2985.25,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,49,20170705,60.6
0661-KBKPA,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,1,1 Year,Mailed check,78.75,3942.45,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,50,20170611,78.75
0661-KQHNK,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Credit card (automatic),19,105.5,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,6,20210224,19
0661-WCQNQ,Male,0,Yes,No,1,One Line,1,DSL,1,1 Year,Credit card (automatic),56.25,1292.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,23,20190913,56.25
0661-XEYAN,Female,1,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Mailed check,25.8,25.8,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,20210712,25.8
0665-XHDJU,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,99.4,7285.7,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,73,20150705,99.4
0666-UXTJO,Male,1,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),85.2,2874.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,34,20181020,85.2
0667-NSRGI,Female,0,Yes,No,2,Two or More Lines,1,DSL,1,1 Year,Mailed check,69.55,3435.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,49,20170701,69.55
0668-OGMHD,Female,0,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,28.5,629.35,No,TRUE,FALSE,FALSE,TRUE,FALSE,1,22,20191010,28.5
0670-ANMUU,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),97.65,6687.85,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,68,20151128,97.65
0670-KDOMA,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.25,20.25,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,20210712,20.25
0673-IGUQO,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.45,20.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,1,20210712,20.45
0674-DGMAQ,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,93.5,2970.8,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,32,20181219,93.5
0674-EYYZV,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,54.65,54.65,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,20210712,54.65
0674-GCDXG,Male,0,No,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),71.9,4479.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,62,20160604,71.9
0675-NCDYU,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),116.4,8543.25,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,73,20150702,116.4
0678-RLHVP,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,105.55,5682.25,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,54,20170216,105.55
0679-IDSTG,Female,1,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,69.25,69.25,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,20210712,69.25
0679-TDGAK,Male,0,Yes,Yes,1,One Line,1,DSL,1,1 Year,Electronic check,75.5,4025.6,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,53,20170304,75.5
0680-DFNNY,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,101.1,1504.05,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,15,20200516,101.1
0682-USIXD,Female,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,86.05,1818.9,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,21,20191108,86.05
0684-AOSIH,Male,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,95,95,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,20210712,95
0685-MLYYM,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,70.75,154.85,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,2,20210606,70.75
0687-ZVTHB,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,1,1 Year,Credit card (automatic),72.45,4653.85,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3,64,20160406,72.45
0689-DSXGL,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),85.8,4433.3,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,52,20170423,85.8
0689-NKYLF,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,83.2,1060.6,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,13,20200720,83.2
0690-SRQID,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.65,67.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,3,20210429,19.65
0691-IFBQW,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,110,4874.8,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,44,20171203,110
0691-JVSYA,Female,0,Yes,No,1,One Line,2,Fiber Optic,1,1 Year,Bank transfer (automatic),94.85,5000.2,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,53,20170322,94.85
0691-NIKRI,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),105.95,4335.2,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,41,20180316,105.95
0696-UKTOX,Male,0,No,Yes,1,One Line,1,DSL,0,Month-to-Month,Electronic check,54.15,1312.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,2,24,20190805,54.15
0697-ZMSWS,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,85.65,338.9,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,4,20210413,85.65
0699-NDKJM,Female,0,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Bank transfer (automatic),58.75,3437.45,No,TRUE,FALSE,FALSE,TRUE,FALSE,1,59,20160927,58.75
0701-RFGFI,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),95.4,4613.95,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,48,20170801,95.4
0701-TJSEF,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Bank transfer (automatic),68.25,576.95,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,8,20201127,68.25
0702-PGIBZ,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,101.7,364.55,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,2,4,20210424,101.7
0704-VCUMB,Female,0,Yes,No,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),20.25,1278.8,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,63,20160509,20.25
0707-HOVVN,Female,1,No,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),75.5,5212.65,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,69,20151111,75.5
0708-LGSMF,Male,0,Yes,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,65.85,902.25,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,14,20200621,65.85
0708-SJDIS,Female,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Mailed check,65,2157.5,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,33,20181106,65
0709-TVGUR,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,74.55,622.9,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,8,20201130,74.55
0716-BQNDX,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,93.75,5625.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,60,20160812,93.75
0719-SYFRB,Female,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Mailed check,61.65,713.75,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,12,20200824,61.65
0722-SVSFK,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,100.4,715,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,7,20210107,100.4
0722-TROQR,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,74.9,321.75,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,4,20210403,74.9
0723-DRCLG,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,74.45,74.45,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,20210712,74.45
0723-FDLAY,Male,0,No,No,2,Two or More Lines,1,DSL,1,1 Year,Bank transfer (automatic),85.25,3704.15,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,43,20171229,85.25
0723-VSOBE,Female,1,No,No,0,No Phone Service,1,DSL,1,1 Year,Electronic check,34.2,1596.6,No,TRUE,FALSE,FALSE,TRUE,FALSE,0,47,20170922,34.2
0725-CXOTM,Female,0,No,No,2,Two or More Lines,1,DSL,1,1 Year,Credit card (automatic),89.65,3348.1,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,37,20180703,89.65
0727-BMPLR,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,100,5509.3,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,55,20170109,100
0727-BNRLG,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),97.65,6743.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,69,20151111,97.65
0727-IWKVK,Male,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,79.9,741.7,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,9,20201102,79.9
0730-BGQGF,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),90.3,6287.3,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,70,20151025,90.3
0730-KOAVE,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),94.3,2679.7,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,28,20190331,94.3
0731-EBJQB,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Electronic check,20.4,1090.65,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,53,20170227,20.4
0732-OCQOC,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Bank transfer (automatic),25.05,1270.25,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,51,20170522,25.05
0733-VUNUW,Male,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Bank transfer (automatic),55.65,1400.55,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,25,20190708,55.65
0734-OXWBT,Male,0,No,Yes,1,One Line,1,DSL,0,Month-to-Month,Mailed check,70.7,225.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,2,3,20210506,70.7
0739-UUAJR,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2 Year,Credit card (automatic),53.8,3952.45,No,TRUE,FALSE,FALSE,TRUE,FALSE,3,73,20150630,53.8
0742-LAFQK,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,99.15,7422.1,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,75,20150519,99.15
0742-MOABM,Male,0,Yes,No,1,One Line,1,DSL,0,Month-to-Month,Mailed check,50.05,179.35,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,4,20210425,50.05
0742-NXBGR,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,82.3,82.3,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,20210712,82.3
0743-HNPFG,Female,0,Yes,Yes,1,One Line,1,DSL,1,1 Year,Credit card (automatic),69.75,3562.5,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,51,20170511,69.75
0743-HRVFF,Female,0,Yes,Yes,0,No Phone Service,1,DSL,1,1 Year,Electronic check,56.15,2898.95,No,TRUE,FALSE,FALSE,TRUE,FALSE,3,52,20170424,56.15
0744-BIKKF,Male,0,No,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),86.65,6224.8,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,72,20150818,86.65
0744-GKNGE,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),86.8,5327.25,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,61,20160702,86.8
0746-JTRFU,Male,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,25.05,56.35,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,20210604,25.05
0748-RDGGM,Male,0,Yes,No,1,One Line,2,Fiber Optic,1,1 Year,Bank transfer (automatic),109.5,7534.65,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,69,20151119,109.5
0749-IRGQE,Female,1,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,45.3,528.45,No,TRUE,FALSE,FALSE,TRUE,FALSE,1,12,20200822,45.3
0750-EBAIU,Male,0,No,No,1,One Line,2,Fiber Optic,1,1 Year,Electronic check,91.25,4738.3,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,52,20170415,91.25
0750-EKNGL,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.75,141.1,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,7,20210117,20.75
0754-EEBDC,Male,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,19.9,76.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,4,20210416,19.9
0754-UKWQP,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,95.85,197.7,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,2,20210610,95.85
0756-MPZRL,Male,0,No,No,0,No Phone Service,1,DSL,1,1 Year,Credit card (automatic),33.7,1537.85,No,FALSE,FALSE,FALSE,TRUE,FALSE,0,46,20171023,33.7
0757-WCUUZ,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),63.35,3409.1,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,54,20170217,63.35
0761-AETCS,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Electronic check,19.3,19.3,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,20210712,19.3
0769-MURVM,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),65.7,4575.35,No,TRUE,FALSE,FALSE,TRUE,FALSE,3,70,20151024,65.7
0771-CHWSK,Male,0,No,No,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),74.6,4798.4,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,64,20160403,74.6
0771-WLCLA,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,112.95,1882.55,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,17,20200323,112.95
0772-GYEQQ,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,88.35,262.05,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,3,20210513,88.35
0774-IFUVM,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,0,Month-to-Month,Bank transfer (automatic),65.15,723.35,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,11,20200908,65.15
0774-RMNUW,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),59.7,4122.65,No,TRUE,FALSE,FALSE,TRUE,FALSE,3,69,20151111,59.7
0778-NELLA,Male,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Credit card (automatic),34.7,296.1,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,0,9,20201125,34.7
0780-XNZFN,Male,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),20.65,1125.6,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,55,20170127,20.65
0781-LKXBR,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,100.5,918.6,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,9,20201106,100.5
0784-GTUUK,Male,0,Yes,No,2,Two or More Lines,0,No Internet Service,1,1 Year,Credit card (automatic),23.75,1446.8,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,61,20160716,23.75
0784-ZQJZX,Male,0,No,Yes,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),19.9,1529.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,2,77,20150318,19.9
